Catch_Area_Code,Split_SubUnit_Code,Landing_Date,Batch_year,Month,Day,Round_Lbs_Qty,Fisher_Type_Code,Tribe_num,Tribe_Member_Num,Vessel_ID,License_ID,Dealer_License_ID,Round_Lbs_Price_Amt,Tribal_Tax_Amt,Species_Code,Gear_Code,Landing_Cnt,Port_Code,Fish_Ticket_Num,Ticket_Data_Source_Code,Catch_Desc_Code,Species_Code_Desc
20A ,,10/7/2017,2017,10,7,686,1,,,13205,56216,121399,4,,561,21,,115,Z975454,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,206,1,,,12688,56143,121399,4,,561,21,,115,Z975456,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,404,1,,,29207,56073,121399,4,,561,21,,115,Z975457,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,725,1,,,18283,55997,121399,4,,561,21,,115,Z975458,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,888,1,,,36157,55909,121399,4,,561,21,,115,Z975459,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,1115,1,,,38352,56148,121399,4,,561,21,,115,Z975460,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,745,1,,,12486,55905,121399,4,,561,21,,115,Z975461,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,256,1,,,37522,57954,121399,4,,561,21,,115,Z975462,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,1688,1,,,31436,56206,121399,4,,561,21,,115,Z975463,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,271,1,,,37829,55965,121399,4,,561,21,,115,Z975464,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,1400,1,,,37458,55945,121399,4,,561,21,,115,Z975465,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,136,1,,,25435,56269,121399,4,,561,21,,115,Z975466,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,922,1,,,38127,56075,121399,4,,561,21,,115,Z975467,COMM,0,DUNGENESS CRAB
20A ,,10/8/2017,2017,10,8,2273,1,,,38110,55988,121399,4,,561,21,,115,Z975468,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,478,1,,,36660,56049,124315,4.25,,561,21,,,Z981782,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,2225,1,,,29186,56011,124315,4.25,,561,21,,,Z981783,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,2011,1,,,31436,56206,124315,4.25,,561,21,,,Z981784,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,621,1,,,37678,56106,124315,4.25,,561,21,,,Z981785,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,1794,1,,,29186,56011,124315,4.25,,561,21,,,Z981787,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,1400,1,,,37433,56089,124315,4.25,,561,21,,,Z981789,COMM,0,DUNGENESS CRAB
20B ,,10/5/2017,2017,10,5,1000,1,,,37433,56089,124315,4.25,,561,21,,105,Z985662,COMM,0,DUNGENESS CRAB
21A ,,10/5/2017,2017,10,5,965,1,,,37433,56089,124315,4.25,,561,21,,105,Z985662,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,929,1,,,36579,56397,126573,3.8,,561,21,,105,Z978993,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,620,1,,,36578,56203,126573,3.8,,561,21,,105,Z978994,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,1000,1,,,36376,56412,126573,3.8,,561,21,,105,Z978995,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,796,1,,,36635,56192,126573,3.8,,561,21,,105,Z978996,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,1012,1,,,38114,56278,126573,3.8,,561,21,,105,Z978997,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,814,1,,,37662,56195,126573,3.8,,561,21,,105,Z978998,COMM,0,DUNGENESS CRAB
24A ,,10/8/2017,2017,10,8,1163,1,,,15706,56076,126573,3.8,,561,21,,105,Z978999,COMM,0,DUNGENESS CRAB
24A ,,10/8/2017,2017,10,8,619,1,,,34635,56358,126573,3.8,,561,21,,105,Z979000,COMM,0,DUNGENESS CRAB
24C ,,10/8/2017,2017,10,8,894,1,,,37896,56112,126573,3.8,,561,21,,105,Z979101,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,243,1,,,36312,56051,121399,4,,561,21,,115,Z975438,COMM,0,DUNGENESS CRAB
25D ,,10/4/2017,2017,10,4,518,1,,,35096,56053,1533,4.25,,561,21,,165,Z970759,COMM,0,DUNGENESS CRAB
25D ,,10/5/2017,2017,10,5,461,1,,,35096,56107,1533,4.25,,561,21,,165,Z970761,COMM,0,DUNGENESS CRAB
25D ,,10/6/2017,2017,10,6,482,1,,,35096,56107,1533,4.25,,561,21,,165,Z970766,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,476,1,,,36351,56292,112661,1,,561,21,,105,Z973590,COMM,0,DUNGENESS CRAB
21A ,,10/6/2017,2017,10,6,475,1,,,36351,56292,112661,1,,561,21,,105,Z973590,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,478,1,,,36351,56292,112661,1,,561,21,,105,Z973591,COMM,0,DUNGENESS CRAB
21A ,,10/7/2017,2017,10,7,477,1,,,36351,56292,112661,1,,561,21,,105,Z973591,COMM,0,DUNGENESS CRAB
24A ,,10/6/2017,2017,10,6,2141,1,,,36485,56041,124315,4.25,,561,21,,110,Z985664,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,209,1,,,19807,56159,126821,4,,561,21,,,Z972634,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,694,1,,,32391,56191,126821,4,,561,21,,,Z972635,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,223,1,,,6295,55921,126821,4,,561,21,,,Z972636,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,1063,1,,,35666,56297,126821,4,,561,21,,,Z972637,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,412,1,,,35845,56357,126821,4,,561,21,,,Z972638,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,1187,1,,,33138,56113,126821,4,,561,21,,,Z972639,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,147,1,,,6295,55921,126821,4,,561,21,,,Z972640,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,209,1,,,32843,55967,126821,4,,561,21,,,Z972641,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,169,1,,,19807,56159,126821,4,,561,21,,,Z972642,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,210,1,,,34280,60446,126821,4,,561,21,,,Z972643,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,826,1,,,33138,56113,126821,4,,561,21,,,Z972644,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,501,1,,,35845,56238,126821,4,,561,21,,,Z972645,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,557,1,,,32391,56191,126821,4,,561,21,,,Z972646,COMM,0,DUNGENESS CRAB
20A ,,10/7/2017,2017,10,7,1045,1,,,35666,56326,126821,4,,561,21,,,Z972647,COMM,0,DUNGENESS CRAB
24A ,,10/5/2017,2017,10,5,1068,1,,,35203,55927,115201,4,,561,21,,105,Z970654,COMM,0,DUNGENESS CRAB
24A ,,10/6/2017,2017,10,6,934,1,,,35203,55927,115201,4,,561,21,,105,Z970656,COMM,0,DUNGENESS CRAB
24A ,,10/7/2017,2017,10,7,863,1,,,35203,55927,115201,3.8,,561,21,,105,Z970658,COMM,0,DUNGENESS CRAB
24A ,,10/4/2017,2017,10,4,882,1,,,35203,55927,115201,4,,561,21,,105,Z970661,COMM,0,DUNGENESS CRAB
22B ,,10/6/2017,2017,10,6,1258,1,,,34191,55969,115201,4,,561,21,,105,Z989203,COMM,0,DUNGENESS CRAB
22B ,,10/7/2017,2017,10,7,974,1,,,34191,55979,115201,3.8,,561,21,,105,Z989204,COMM,0,DUNGENESS CRAB
22B ,,10/4/2017,2017,10,4,1183,1,,,34191,55969,115201,4,,561,21,,105,Z989207,COMM,0,DUNGENESS CRAB
22B ,,10/5/2017,2017,10,5,943,1,,,34191,55979,115201,4,,561,21,,105,Z989208,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,162,2,9,57273,,,94,4,38.88,561,21,,115,JL739737,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,73,2,28,58662,,,94,4,0,561,21,,115,JL739738,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,311,2,9,54371,,,94,4,74.64,561,21,,115,JL739739,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,311,2,9,54066,,,94,4,74.64,561,21,,115,JL739740,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,312,2,9,53858,,,94,4,74.88,561,21,,115,JL739741,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,200,2,28,58724,,,94,4,0,561,21,,115,JL739742,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,523,2,28,58035,,,94,4,0,561,21,,115,JL739743,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,65,2,9,53909,,,94,4,15.6,561,21,,115,JL739744,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,114,2,9,53198,,,94,4,27.36,561,21,,115,JL739745,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,102,2,9,54428,,,94,4,24.48,561,21,,115,JL739746,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,85,2,14,48039,,,94,4,6.8,561,21,,115,JL739747,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,221,2,9,52031,,,94,4,53.04,561,21,,115,JL739748,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,277,2,9,52174,,,94,4,66.48,561,21,,115,JL739749,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,464,2,9,52011,,,94,4,111.36,561,21,,115,JL739750,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,92,2,9,52273,,,94,4,22.08,561,21,,115,JN731501,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,943,2,28,58845,,,94,4,0,561,21,,115,JN731502,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,147,2,31,553,,,94,4,17.64,561,21,,115,JN731503,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,289,2,31,1586,,,94,4,34.68,561,21,,115,JN731504,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,192,2,31,113,,,94,4,23.04,561,21,,115,JN731505,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,387,2,28,58684,,,94,4,0,561,21,,115,JN731506,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,101,2,9,52174,,,94,4,24.24,561,21,,115,JN731507,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,289,2,9,52011,,,94,4,69.36,561,21,,115,JN731508,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,288,2,9,54066,,,94,4,69.12,561,21,,115,JN731509,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,288,2,9,54371,,,94,4,69.12,561,21,,115,JN731510,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,288,2,9,53858,,,94,4,69.12,561,21,,115,JN731511,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,197,2,31,553,,,94,4,23.64,561,21,,115,JN731512,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,351,2,9,53813,,,94,4,84.24,561,21,,115,JN731513,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,69,2,14,48039,,,94,4,5.52,561,21,,115,JN731514,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,806,2,28,58646,,,94,4,0,561,21,,115,JN731515,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,153,2,9,53643,,,94,4,36.72,561,21,,115,JN731516,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,46,2,9,52432,,,94,4,11.04,561,21,,115,JN731517,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,245,2,9,52678,,,94,4,58.8,561,21,,115,JN731518,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,106,2,28,58724,,,94,4,0,561,21,,115,JN731519,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,429,2,28,58845,,,94,4,0,561,21,,115,JN731520,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,47,2,9,52432,,,94,4,11.28,561,21,,115,JN731521,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,69,2,9,53031,,,94,4,16.56,561,21,,115,JN731522,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,99,2,9,52011,,,94,4,23.76,561,21,,115,JN731523,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,332,2,9,52768,,,94,4,79.68,561,21,,115,JN731524,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,127,2,9,54428,,,94,4,30.48,561,21,,115,JN731525,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,24,2,9,52273,,,94,4,5.76,561,21,,115,JN731526,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,344,2,9,54371,,,94,4,82.56,561,21,,115,JN731527,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,344,2,9,53858,,,94,4,82.56,561,21,,115,JN731528,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,345,2,9,54066,,,94,4,82.8,561,21,,115,JN731529,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,294,2,28,58035,,,94,4,0,561,21,,115,JN731530,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,119,2,9,52137,,,94,4,28.56,561,21,,115,JN731531,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,206,2,28,58377,,,94,4,0,561,21,,115,JN731532,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,184,2,28,58684,,,94,4,0,561,21,,115,JN731533,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,116,2,9,52011,,,94,4,27.84,561,21,,115,JN731534,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,330,2,29,81212,,,94,4,105.6,561,21,,115,JN731535,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,195,2,29,81212,,,94,4,62.4,561,21,,115,JN731536,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,315,2,29,81212,,,94,4,100.8,561,21,,115,JN731537,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,183,2,28,58845,,,94,4,0,561,21,,115,JN731538,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,168,2,28,58646,,,94,4,0,561,21,,115,JN731539,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,191,2,9,53815,,,94,4,45.84,561,21,,115,JN731540,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,87,2,9,52227,,,94,4,20.88,561,21,,115,JN731541,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,40,2,14,48039,,,94,4,3.2,561,21,,115,JN731542,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,289,2,9,53643,,,94,4,69.36,561,21,,115,JN731543,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,79,2,9,52247,,,94,4,18.96,561,21,,115,JN731544,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,335,2,9,53839,,,94,4,80.4,561,21,,115,JN731545,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,307,2,31,1586,,,94,4,36.84,561,21,,115,JN731546,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,180,2,14,48027,,,94,4,14.4,561,21,,115,JN731547,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,242,2,9,53813,,,94,4,58.08,561,21,,115,JN731548,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,241,2,9,53217,,,94,4,57.84,561,21,,115,JN731549,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,385,2,28,58646,,,94,4,0,561,21,,115,JN731550,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,158,2,29,81212,,,94,4,50.56,561,21,,115,JN731551,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,296,2,29,81212,,,94,4,94.72,561,21,,115,JN731552,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,445,2,29,81212,,,94,4,142.4,561,21,,115,JN731553,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,138,2,31,553,,,94,4,16.56,561,21,,115,JN731554,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,205,2,31,974,,,94,4,24.6,561,21,,115,JN731555,COMM,0,DUNGENESS CRAB
20A ,,10/6/2017,2017,10,6,695,2,9,54371,,,94,4,166.8,561,21,,115,JN731556,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,1206,2,28,58845,,,94,4,0,561,21,,115,JL739612,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,147,2,9,52432,,,94,4,35.28,561,21,,115,JL739613,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,141,2,9,52227,,,94,4,33.84,561,21,,115,JL739614,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,327,2,9,53236,,,94,4,78.48,561,21,,115,JL739615,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,466,2,9,53643,,,94,4,111.84,561,21,,115,JL739616,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,225,2,9,53393,,,94,4,54,561,21,,115,JL739617,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,455,2,28,,,,94,4,0,561,21,,115,JL739618,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,179,2,9,52247,,,94,4,42.96,561,21,,115,JL739619,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,188,2,9,53839,,,94,4,45.12,561,21,,115,JL739620,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,254,2,31,553,,,94,4,30.48,561,21,,115,JL739621,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,211,2,31,553,,,94,4,25.32,561,21,,115,JL739622,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,618,2,9,53217,,,94,4,148.32,561,21,,115,JL739623,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,485,2,9,53815,,,94,4,116.4,561,21,,115,JL739624,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,332,2,29,81212,,,94,4,106.24,561,21,,115,JL739625,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,387,2,9,53858,,,94,4,92.88,561,21,,115,JL739626,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,387,2,9,54371,,,94,4,92.88,561,21,,115,JL739627,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,386,2,9,54066,,,94,4,92.64,561,21,,115,JL739628,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,380,2,29,81212,,,94,4,121.6,561,21,,115,JL739629,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,328,2,9,52711,,,94,4,78.72,561,21,,115,JL739630,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,322,2,31,1586,,,94,4,38.64,561,21,,115,JL739631,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,712,2,29,81212,,,94,4,227.84,561,21,,115,JL739632,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,162,2,9,52768,,,94,4,38.88,561,21,,115,JL739633,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,680,2,28,58646,,,94,4,0,561,21,,115,JL739634,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,432,2,14,48027,,,94,4,34.56,561,21,,115,JL739635,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,226,2,31,974,,,94,4,27.12,561,21,,115,JL739636,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,209,2,9,53597,,,94,4,50.16,561,21,,115,JL739637,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,347,2,28,58035,,,94,4,0,561,21,,115,JL739638,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,155,2,9,52174,,,94,4,37.2,561,21,,115,JL739639,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,37,2,9,53909,,,94,4,8.88,561,21,,115,JL739640,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,96,2,9,53031,,,94,4,23.04,561,21,,115,JL739641,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,200,2,28,58724,,,94,4,0,561,21,,115,JL739642,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,336,2,9,53839,,,94,4,80.64,561,21,,115,JL739643,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,143,2,9,52227,,,94,4,34.32,561,21,,115,JL739644,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,251,2,9,53236,,,94,4,60.24,561,21,,115,JL739645,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,524,2,9,53643,,,94,4,125.76,561,21,,115,JL739646,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,64,2,28,58377,,,94,4,0,561,21,,115,JL739647,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,159,2,9,52247,,,94,4,38.16,561,21,,115,JL739648,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,183,2,9,52432,,,94,4,43.92,561,21,,115,JL739649,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,355,2,9,53815,,,94,4,85.2,561,21,,115,JL739650,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,1022,2,9,53598,,,126821,4,245.28,561,21,,,JN704758,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,276,2,9,54342,,,126821,4,66.24,561,21,,,JN704759,COMM,0,DUNGENESS CRAB
20A ,,10/4/2017,2017,10,4,368,2,9,52036,,,126821,4,,561,21,,,JN704760,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,352,2,28,58034,,,126821,4,,561,21,,,JN704761,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,142,2,9,54539,,,126821,4,34.08,561,21,,,JN704762,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,143,2,9,52779,,,126821,4,34.32,561,21,,,JN704763,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,220,2,9,52101,,,126821,4,52.8,561,21,,,JN704764,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,627,2,9,53956,,,126821,4,150.48,561,21,,,JN704765,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,572,2,9,53053,,,126821,4,137.28,561,21,,,JN704766,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,418,2,9,52121,,,126821,4,100.32,561,21,,,JN704767,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,123,2,9,54246,,,126821,4,29.52,561,21,,,JN704768,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,200,2,9,52245,,,126821,4,48,561,21,,,JN704769,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,201,2,9,52037,,,126821,4,,561,21,,,JN704770,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,311,2,9,52579,,,126821,4,74.64,561,21,,,JN704771,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,506,2,9,53598,,,126821,4,121.44,561,21,,,JN704772,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,220,2,28,58789,,,126821,4,,561,21,,,JN704773,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,247,2,9,52036,,,126821,4,,561,21,,,JN704774,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,432,2,28,58446,,,126821,4,,561,21,,,JN704775,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,339,2,9,54763,,,126821,4,81.36,561,21,,,JN704776,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,507,2,9,,,,126821,4,121.68,561,21,,,JN704777,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,427,2,28,58610,,,126821,4,,561,21,,,JN704778,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,394,2,9,52172,,,126821,4,94.56,561,21,,,JN704779,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,280,2,28,58574,,,126821,4,,561,21,,,JN704780,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,561,2,9,52507,,,126821,4,134.64,561,21,,,JN704781,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,380,2,9,53809,,,126821,4,91.2,561,21,,,JN704782,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,212,2,9,53504,,,4337,3.5,44.52,561,21,,110,JN727940,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,188,2,9,53028,,,4337,3.5,39.48,561,21,,110,JN727941,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,143,2,9,54381,,,4337,3.5,30.03,561,21,,110,JN727942,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,200,2,9,53938,,,4337,3.5,74.55,561,21,,110,JN727943,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,155,2,9,53938,,,4337,3.5,74.55,561,21,,110,JN727943,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,497,2,9,52891,,,4337,3.5,104.37,561,21,,110,JN727944,COMM,0,DUNGENESS CRAB
20A ,,10/5/2017,2017,10,5,350,2,9,53397,,,4337,3.5,,561,21,,110,JN727945,COMM,0,DUNGENESS CRAB
