Catch_Area_Code,Split_SubUnit_Code,Landing_Date,Batch_year,Month,Day,Round_Lbs_Qty,Fisher_Type_Code,Tribe_num,Tribe_Member_Num,Vessel_ID,License_ID,Dealer_License_ID,Round_Lbs_Price_Amt,Tribal_Tax_Amt,Species_Code,Gear_Code,Landing_Cnt,Port_Code,Fish_Ticket_Num,Ticket_Data_Source_Code,Catch_Desc_Code,Species_Code_Desc
26A ,E,10/5/2019,2019,10,5,480,1,,,38351,56205,128359,4.5,,561,21,,,Z941734,COMM,0,DUNGENESS CRAB
26A ,E,10/5/2019,2019,10,5,869,1,,,38351,56205,128359,4.5,,561,21,,,Z941735,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,8052,1,,,36692,56350,128366,4.1,,561,21,,,Z936519,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2152,1,,,29003,56173,128370,3.75,,561,21,,105,LA822305,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2290,1,,,38759,56122,128370,3.75,,561,21,,105,LA822306,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,125,1,,,37396,56394,128420,3.5,,561,21,,105,LA813428,COMM,0,DUNGENESS CRAB
21A ,,10/4/2019,2019,10,4,202,1,,,37396,56394,128420,3.75,,561,21,,105,LA813433,COMM,0,DUNGENESS CRAB
21A ,,10/4/2019,2019,10,4,1025,1,,,35655,56212,128420,3.75,,561,21,,105,LA813434,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1276,1,,,38742,56160,128420,3.75,,561,21,,105,LA813435,COMM,0,DUNGENESS CRAB
21A ,,10/4/2019,2019,10,4,768,1,,,38726,56092,128420,3.75,,561,21,,105,LA813436,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,597,1,,,38559,56142,128420,3.75,,561,21,,105,LA813437,COMM,0,DUNGENESS CRAB
21A ,,10/5/2019,2019,10,5,467,1,,,35655,56212,128420,3.75,,561,21,,105,LA813438,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,1812,1,,,38742,56160,128420,3.75,,561,21,,105,LA813439,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,654,1,,,38559,56387,128420,3.75,,561,21,,105,LA813440,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1322,1,,,38742,56160,128420,3.75,,561,21,,105,LA813441,COMM,0,DUNGENESS CRAB
21A ,,10/6/2019,2019,10,6,1310,1,,,35655,56212,128420,3.75,,561,21,,105,LA813442,COMM,0,DUNGENESS CRAB
21A ,,10/6/2019,2019,10,6,308,1,,,37396,56394,128420,3.75,,561,21,,105,LA813443,COMM,0,DUNGENESS CRAB
21A ,,10/6/2019,2019,10,6,875,1,,,38726,56092,128420,3.75,,561,21,,105,LA813444,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,567,1,,,38559,56387,128420,3.75,,561,21,,105,LA813445,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,550,1,,,32391,56191,128458,3.5,,561,21,,110,LA812877,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,180,1,,,19807,56159,128458,3.5,,561,21,,110,LA812878,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1141,1,,,27853,56005,128458,3.5,,561,21,,110,LA812879,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1802,1,,,32391,55915,128458,3.75,,561,21,,110,LA812896,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,271,1,,,19807,56159,128458,3.75,,561,21,,110,LA812897,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,957,1,,,35845,56238,128458,3.75,,561,21,,110,LA812898,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,781,1,,,6295,55921,128458,3.75,,561,21,,110,LA812899,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1139,1,,,35666,56297,128458,3.75,,561,21,,110,LA812900,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,576,1,,,34280,60446,128458,3.75,,561,21,,110,LA812901,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2398,1,,,27853,56005,128458,3.75,,561,21,,110,LA812903,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1388,1,,,33138,56411,128458,3.75,,561,21,,110,LA812904,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,600,1,,,34710,56277,128458,3.75,,561,21,,110,LA812905,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,180,1,,,19807,56159,128458,3.75,,561,21,,110,LA812906,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,1100,1,,,32391,56191,128458,3.75,,561,21,,110,LA812907,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,293,1,,,6295,55921,128458,3.75,,561,21,,110,LA812908,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,344,1,,,34280,60446,128458,3.75,,561,21,,110,LA812909,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,789,1,,,35666,56326,128458,3.75,,561,21,,110,LA812910,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,729,1,,,35845,56357,128458,3.75,,561,21,,110,LA812911,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,2422,1,,,27853,56005,128458,3.75,,561,21,,110,LA812912,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,1220,1,,,33138,56411,128458,3.75,,561,21,,110,LA812913,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,758,1,,,34710,56053,128458,3.75,,561,21,,110,LA812914,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,765,1,,,37458,55945,128485,3.5,,561,21,,115,LA816021,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1222,1,,,38352,55910,128485,3.5,,561,21,,115,LA816022,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,210,1,,,25435,56359,128485,3.5,,561,21,,115,LA816023,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1552,1,,,18283,55997,128485,3.5,,561,21,,115,LA816024,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1048,1,,,38730,56083,128485,3.5,,561,21,,115,LA816026,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1048,1,,,38730,55909,128485,3.5,,561,21,,115,LA816027,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1603,1,,,16584,56128,128485,3.5,,561,21,,115,LA816028,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1757,1,,,12486,55905,128485,3.5,,561,21,,115,LA816029,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2039,1,,,38352,55910,128485,3.5,,561,21,,115,LA816030,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,942,1,,,13205,56223,128485,3.5,,561,21,,115,LA816031,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,440,1,,,24737,55979,128485,3.5,,561,21,,115,LA816032,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,1226,1,,,25435,56359,128485,3.5,,561,21,,115,LA816033,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3801,1,,,37458,55945,128485,3.5,,561,21,,115,LA816034,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,99,1,,,25435,56269,128485,3.5,,561,21,,115,LA816035,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1193,1,,,18283,55997,128485,3.5,,561,21,,115,LA816036,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,465,1,,,12486,56070,128485,3.5,,561,21,,115,LA816037,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1478,1,,,16584,56128,128485,3.5,,561,21,,115,LA816038,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1624,1,,,31436,56206,128485,3.5,,561,21,,115,LA816039,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,716,1,,,38730,55909,128485,3.5,,561,21,,115,LA816041,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,714,1,,,38730,55909,128485,3.5,,561,21,,115,LA816042,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1697,1,,,38352,56148,128485,3.5,,561,21,,115,LA816043,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,1843,1,,,37458,55945,128485,3.5,,561,21,,115,LA816044,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1285,1,,,18283,55997,128485,3.75,,561,21,,115,LA816045,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1515,1,,,12486,56070,128485,3.75,,561,21,,115,LA816046,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,540,1,,,24737,55979,128485,3.75,,561,21,,115,LA816047,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1757,1,,,38352,56148,128485,3.75,,561,21,,115,LA816048,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2161,1,,,37458,55945,128485,3.75,,561,21,,115,LA816049,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,589,1,,,38730,55909,128485,3.75,,561,21,,115,LA816050,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,590,1,,,38730,56083,128485,3.75,,561,21,,115,LA816051,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,567,1,,,37678,56042,128485,3.75,,561,21,,115,LA816052,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1232,1,,,25435,56269,128485,3.75,,561,21,,115,LA816053,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1229,1,,,13205,56223,128485,3.75,,561,21,,115,LA816054,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,1250,1,,,37678,56042,128485,3.75,,561,21,,115,LA816055,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,1074,1,,,18283,55997,128485,3.75,,561,21,,115,LA816056,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,652,1,,,12486,55905,128485,3.75,,561,21,,115,LA816057,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,486,1,,,38730,55909,128485,3.75,,561,21,,115,LA816058,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,485,1,,,38730,56083,128485,3.75,,561,21,,115,LA816059,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,865,1,,,16584,56128,128485,3.75,,561,21,,115,LA816060,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,1697,1,,,38352,55910,128485,3.75,,561,21,,115,LA816061,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,2013,1,,,37458,55945,128485,3.75,,561,21,,115,LA816062,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,889,1,,,31436,56206,128485,3.75,,561,21,,115,LA816063,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,823,1,,,25435,56269,128485,3.75,,561,21,,115,LA816064,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,844,1,,,18283,55997,128485,3.75,,561,21,,115,LA816065,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1186,1,,,37678,56042,128485,3.75,,561,21,,115,LA816066,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,386,1,,,38730,55909,128485,3.75,,561,21,,115,LA816067,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,387,1,,,38730,56083,128485,3.75,,561,21,,115,LA816068,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1492,1,,,38352,55910,128485,3.75,,561,21,,115,LA816069,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,937,1,,,16584,56051,128485,3.75,,561,21,,115,LA816070,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,901,1,,,12486,55905,128485,3.75,,561,21,,115,LA816071,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1665,1,,,37458,55945,128485,3.75,,561,21,,115,LA816072,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,964,1,,,13205,56216,128485,3.75,,561,21,,115,LA816073,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,797,1,,,25435,56269,128485,3.75,,561,21,,115,LA816074,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,975,1,,,20009,56099,128584,4,,561,21,,110,Z988903,COMM,0,DUNGENESS CRAB
21A ,,10/4/2019,2019,10,4,1024,1,,,20009,56095,128584,4,,561,21,,110,Z988904,COMM,0,DUNGENESS CRAB
21A ,,10/5/2019,2019,10,5,105,1,,,20009,56095,128584,4,,561,21,,110,Z988905,COMM,0,DUNGENESS CRAB
21A ,,10/6/2019,2019,10,6,510,1,,,20009,56099,128584,4,,561,21,,110,Z988906,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,436,1,,,36351,56292,128598,1,,561,21,,105,LA826763,COMM,0,DUNGENESS CRAB
22B ,,10/2/2019,2019,10,2,200,1,,,36351,56292,128598,1,,561,21,,105,LA826763,COMM,0,DUNGENESS CRAB
21A ,,10/2/2019,2019,10,2,1000,1,,,36351,56292,128598,1,,561,21,,105,LA826763,COMM,0,DUNGENESS CRAB
20B ,,10/2/2019,2019,10,2,840,1,,,38725,56227,128598,1,,561,21,,105,LA826764,COMM,0,DUNGENESS CRAB
22A ,,10/3/2019,2019,10,3,631,1,,,38725,56459,128598,1,,561,21,,105,LA826765,COMM,0,DUNGENESS CRAB
21A ,,10/3/2019,2019,10,3,1000,1,,,36351,56207,128598,1,,561,21,,105,LA826766,COMM,0,DUNGENESS CRAB
22B ,,10/3/2019,2019,10,3,336,1,,,36351,56207,128598,1,,561,21,,105,LA826766,COMM,0,DUNGENESS CRAB
22A ,,10/4/2019,2019,10,4,600,1,,,36351,56292,128598,1,,561,21,,105,LA826767,COMM,0,DUNGENESS CRAB
20B ,,10/4/2019,2019,10,4,500,1,,,36351,56292,128598,1,,561,21,,105,LA826767,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,577,1,,,36351,56207,128598,1,,561,21,,105,LA826768,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,222,1,,,30578,55907,128605,3.5,,561,21,,115,LA813586,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,634,1,,,37333,56349,128605,3.5,,561,21,,115,LA813587,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,418,1,,,36312,55918,128605,3.5,,561,21,,115,LA813588,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1098,1,,,37174,56324,128605,3.5,,561,21,,115,LA813589,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,1845,1,,,36645,55946,128605,3.5,,561,21,,115,LA813590,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,2226,1,,,37174,56186,128605,3.5,,561,21,,115,LA813591,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,763,1,,,3692,56243,128605,3.5,,561,21,,115,LA813592,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3475,1,,,30578,55907,128605,3.5,,561,21,,115,LA813593,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3298,1,,,37333,56349,128605,3.5,,561,21,,115,LA813594,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,22,1,,,37333,56349,128605,0,,561,21,,115,LA813594,TKHM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,531,1,,,36312,55918,128605,3.5,,561,21,,115,LA813595,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,194,1,,,38505,56288,128605,3.5,,561,21,,115,LA813596,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3468,1,,,36645,55946,128605,3.5,,561,21,,115,LA813597,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,678,1,,,3692,56243,128605,3.5,,561,21,,115,LA813598,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2040,1,,,37174,56324,128605,3.5,,561,21,,115,LA813599,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2438,1,,,37333,56349,128605,3.5,,561,21,,115,LA813600,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2670,1,,,30578,56384,128605,3.5,,561,21,,115,LA813601,COMM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,22,1,,,30578,56384,128605,0,,561,21,,115,LA813601,TKHM,0,DUNGENESS CRAB
20A ,,10/3/2019,2019,10,3,2546,1,,,36645,55946,128605,3.5,,561,21,,115,LA813602,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,642,1,,,36312,55918,128605,3.5,,561,21,,115,LA813603,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2042,1,,,37174,56324,128605,3.5,,561,21,,115,LA813604,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,671,1,,,3692,56243,128605,3.5,,561,21,,115,LA813605,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2473,1,,,30578,55907,128605,3.5,,561,21,,115,LA813607,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2362,1,,,37333,56349,128605,3.5,,561,21,,115,LA813606,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2430,1,,,36645,55946,128605,3.5,,561,21,,115,LA813608,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,440,1,,,38505,56288,128605,3.5,,561,21,,115,LA813609,COMM,0,DUNGENESS CRAB
25A ,,10/5/2019,2019,10,5,1057,1,,,38755,56064,128621,3.75,,561,21,,175,Y831739,COMM,0,DUNGENESS CRAB
25A ,,10/5/2019,2019,10,5,2657,1,,,10340,56187,128621,3.75,,561,21,,175,Y831740,COMM,0,DUNGENESS CRAB
25A ,,10/7/2019,2019,10,7,2455,1,,,10340,56187,128621,4.75,,561,21,,175,Y831741,COMM,0,DUNGENESS CRAB
22A ,,10/2/2019,2019,10,2,968,1,,,38558,56345,128713,3.75,,561,21,,165,Z953472,COMM,0,DUNGENESS CRAB
22A ,,10/3/2019,2019,10,3,776,1,,,38558,56345,128713,3.75,,561,21,,165,Z953473,COMM,0,DUNGENESS CRAB
22A ,,10/3/2019,2019,10,3,1302,1,,,37144,56068,128713,3.75,,561,21,,165,Z953474,COMM,0,DUNGENESS CRAB
22A ,,10/4/2019,2019,10,4,554,1,,,38558,56345,128713,3.75,,561,21,,165,Z953475,COMM,0,DUNGENESS CRAB
22A ,,10/4/2019,2019,10,4,1221,1,,,37144,56068,128713,3.75,,561,21,,165,Z953476,COMM,0,DUNGENESS CRAB
22A ,,10/5/2019,2019,10,5,993,1,,,37144,56068,128713,3.75,,561,21,,165,Z953477,COMM,0,DUNGENESS CRAB
22A ,,10/5/2019,2019,10,5,488,1,,,38558,56345,128713,3.75,,561,21,,165,Z953478,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,1146,1,,,34911,55904,128769,3.75,,561,21,,115,LA813061,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,967,1,,,31658,55903,128769,3.75,,561,21,,115,LA813062,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,656,1,,,34911,55904,128769,3.75,,561,21,,115,LA813063,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,893,1,,,31658,55903,128769,3.75,,561,21,,115,LA813064,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,2105,1,,,30578,56384,128769,3.75,,561,21,,115,LA813065,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,914,1,,,30153,56312,128769,3.75,,561,21,,115,LA813066,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1002,1,,,31658,55903,128769,3.75,,561,21,,115,LA813067,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,724,1,,,34911,55904,128769,3.75,,561,21,,115,LA813068,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,24,1,,,34911,55904,128769,0,,561,21,,115,LA813068,TKHM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,393,1,,,37441,57339,129581,4,,561,21,,,LA802244,COMM,0,DUNGENESS CRAB
20A ,,10/1/2019,2019,10,1,869,1,,,38749,55998,129581,4,,561,21,,,LA802245,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3146,1,,,38749,55998,129581,4,,561,21,,,LA802249,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,2170,1,,,38749,55998,129581,4,,561,21,,,LA819455,COMM,0,DUNGENESS CRAB
21B ,,10/5/2019,2019,10,5,612,1,,,31384,55977,130046,3.5,,561,21,,,W809966,COMM,0,DUNGENESS CRAB
21B ,,10/6/2019,2019,10,6,364,1,,,32722,56356,130046,3.75,,561,21,,,W809967,COMM,0,DUNGENESS CRAB
21B ,,10/6/2019,2019,10,6,601,1,,,23907,59373,130046,3.75,,561,21,,,W809968,COMM,0,DUNGENESS CRAB
20A ,,10/2/2019,2019,10,2,3042,1,,,29009,56108,128235,3.75,,561,21,,110,LA823651,COMM,0,DUNGENESS CRAB
25B ,,10/3/2019,2019,10,3,323,1,,,37667,56172,128235,3.75,,561,21,,110,LA823661,COMM,0,DUNGENESS CRAB
25B ,,10/3/2019,2019,10,3,1509,1,,,38755,56064,128235,3.75,,561,21,,110,LA823662,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,676,1,,,38572,56226,128258,3.5,,561,21,,105,LA820270,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2460,1,,,38572,56226,128258,3.75,,561,21,,110,LA820275,COMM,0,DUNGENESS CRAB
20A ,,10/4/2019,2019,10,4,2614,1,,,38265,56266,128258,3.75,,561,21,,110,LA820276,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,2291,1,,,38265,56369,128258,3.75,,561,21,,110,LA820277,COMM,0,DUNGENESS CRAB
20A ,,10/5/2019,2019,10,5,2037,1,,,38572,56226,128258,3.75,,561,21,,110,LA820278,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1862,1,,,38572,56226,128258,3.75,,561,21,,110,LA820279,COMM,0,DUNGENESS CRAB
20A ,,10/6/2019,2019,10,6,1789,1,,,38265,56266,128258,3.75,,561,21,,110,LA820280,COMM,0,DUNGENESS CRAB
24A ,,10/4/2019,2019,10,4,2186,1,,,37901,56332,128258,3.75,,561,21,,105,LA820316,COMM,0,DUNGENESS CRAB
24A ,,10/4/2019,2019,10,4,1988,1,,,16466,56201,128258,3.75,,561,21,,105,LA820314,COMM,0,DUNGENESS CRAB
24A ,,10/4/2019,2019,10,4,4138,1,,,37662,56124,128258,3.75,,561,21,,105,LA820315,COMM,0,DUNGENESS CRAB
24A ,,10/4/2019,2019,10,4,2059,1,,,28963,56157,128258,3.75,,561,21,,105,LA820317,COMM,0,DUNGENESS CRAB
24A ,,10/5/2019,2019,10,5,1641,1,,,16466,56201,128258,3.75,,561,21,,105,LA820318,COMM,0,DUNGENESS CRAB
24A ,,10/5/2019,2019,10,5,2742,1,,,37901,56239,128258,3.75,,561,21,,105,LA820319,COMM,0,DUNGENESS CRAB
24A ,,10/5/2019,2019,10,5,3962,1,,,37662,56195,128258,3.75,,561,21,,105,LA820320,COMM,0,DUNGENESS CRAB
22A ,,10/5/2019,2019,10,5,1994,1,,,28963,56033,128258,3.75,,561,21,,105,LA820321,COMM,0,DUNGENESS CRAB
24A ,,10/6/2019,2019,10,6,1172,1,,,16466,56017,128258,3.5,,561,21,,105,LA820322,COMM,0,DUNGENESS CRAB
24A ,,10/6/2019,2019,10,6,2041,1,,,37901,56311,128258,3.5,,561,21,,105,LA820323,COMM,0,DUNGENESS CRAB
24A ,,10/6/2019,2019,10,6,3432,1,,,37662,56127,128258,3.5,,561,21,,105,LA820324,COMM,0,DUNGENESS CRAB
22A ,,10/6/2019,2019,10,6,1054,1,,,38750,56241,128258,3.5,,561,21,,105,LA820325,COMM,0,DUNGENESS CRAB
26A ,E,10/4/2019,2019,10,4,821,1,,,37656,56147,128258,3.5,,561,21,,130,LA820363,COMM,0,DUNGENESS CRAB
26A ,E,10/4/2019,2019,10,4,879,1,,,24503,56339,128258,3.5,,561,21,,130,LA820364,COMM,0,DUNGENESS CRAB
26A ,E,10/4/2019,2019,10,4,1092,1,,,38547,56331,128258,3.5,,561,21,,130,LA820365,COMM,0,DUNGENESS CRAB
26A ,E,10/4/2019,2019,10,4,4295,1,,,38127,56330,128258,3.75,,561,21,,130,LA820366,COMM,0,DUNGENESS CRAB
26A ,E,10/5/2019,2019,10,5,856,1,,,24503,56339,128258,3.5,,561,21,,130,LA820367,COMM,0,DUNGENESS CRAB
26A ,E,10/5/2019,2019,10,5,3901,1,,,38127,56075,128258,3.75,,561,21,,130,LA820368,COMM,0,DUNGENESS CRAB
26A ,E,10/6/2019,2019,10,6,592,1,,,37656,56147,128258,3.5,,561,21,,130,LA820369,COMM,0,DUNGENESS CRAB
26A ,E,10/6/2019,2019,10,6,477,1,,,24503,56339,128258,3.5,,561,21,,130,LA820370,COMM,0,DUNGENESS CRAB
26A ,E,10/6/2019,2019,10,6,3646,1,,,38547,56331,128258,3.5,,561,21,,130,LA820371,COMM,0,DUNGENESS CRAB
26A ,E,10/6/2019,2019,10,6,3633,1,,,38127,56075,128258,3.5,,561,21,,130,LA820372,COMM,0,DUNGENESS CRAB
24B ,,10/2/2019,2019,10,2,883,1,,,37401,56323,128351,3.5,,561,21,,170,LA817134,COMM,0,DUNGENESS CRAB
24B ,,10/2/2019,2019,10,2,2656,1,,,36616,56084,128351,3.5,,561,21,,170,LA817135,COMM,0,DUNGENESS CRAB
26A ,E,10/3/2019,2019,10,3,3229,1,,,35022,56402,128351,3.5,,561,21,,170,LA817136,COMM,0,DUNGENESS CRAB
24B ,,10/3/2019,2019,10,3,1231,1,,,37401,56323,128351,3.5,,561,21,,170,LA817137,COMM,0,DUNGENESS CRAB
24B ,,10/3/2019,2019,10,3,3005,1,,,36616,56084,128351,3.5,,561,21,,170,LA817138,COMM,0,DUNGENESS CRAB
24B ,,10/4/2019,2019,10,4,1284,1,,,37401,56168,128351,3.5,,561,21,,170,LA817139,COMM,0,DUNGENESS CRAB
24B ,,10/4/2019,2019,10,4,6,1,,,37401,56168,128351,0,,561,21,,170,LA817139,TKHM,0,DUNGENESS CRAB
26A ,E,10/4/2019,2019,10,4,3945,1,,,35022,56408,128351,3.5,,561,21,,170,LA817140,COMM,0,DUNGENESS CRAB
